nct_id,brief_title,classification,is_rare
NCT05827666,The Effect of Dairy and Dairy-Free Alternative Beverages on Post-Exercise Anabolism in Active Youth,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on the effect of dairy and non-dairy milk alternatives on post-exercise protein synthesis in active youth, which does not meet the criteria for a rare disease. The target population includes children and adolescents, which are not considered a rare group. The conditions being studied, such as dietary proteins and indicator amino acid oxidation, are common and not associated with a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None. The clinical trial does not indicate that it is targeting a rare disease as defined by the criteria provided.",False
NCT05863117,Syphilis and HIV Point of Care Testing (POCT) in Saskatchewan,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on studying the performance and utility of point-of-care testing for syphilis and HIV infections, which are not considered rare diseases. Syphilis and HIV infections have a significantly higher prevalence than the criteria used to define a rare disease, both in the United States (affecting more than 200,000 people) and Europe (affecting more than 1 in 2,000 people).

## Confidence Level
High

## Rare Disease Indicators
This trial does not exhibit any of the typical indicators of a rare disease clinical trial, such as low prevalence, chronicity, or genetic origin.",False
NCT05600426,"A Trial Comparing Unrelated Donor BMT with IST for Pediatric and Young Adult Patients with Severe Aplastic Anemia (TransIT, BMT CTN 2202)","## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on treating severe aplastic anemia (SAA), which is a rare condition. According to the information provided, SAA is a condition in which the body stops producing enough new blood cells. The brief summary indicates that SAA can be cured with immune suppressive therapy or a bone marrow transplant, and that regular treatment for patients with aplastic anemia who do not have a matched sibling or family donor is immune suppressive therapy.

The rare disease criteria mentioned in the prompt are:
- In the US: affecting fewer than 200,000 people
- In Europe: affecting no more than 1 in 2,000 people
- Generally characterized by low prevalence, chronicity, and often genetic origin

The information provided about SAA aligns with these criteria. SAA is a rare and chronic condition, and it is often of genetic origin. While the exact prevalence is not provided, the description of SAA as a ""rare condition"" and the fact that regular treatment for patients without a matched family donor is immune suppressive therapy, suggests that it affects a small population, likely fewer than 200,000 people in the US.

## Confidence Level
High

## Rare Disease Indicators
- Low prevalence of the condition (described as a ""rare condition"")
- Chronic nature of the disease
- Genetic origin of the disease",True
NCT05602857,"Can Training Balance, or Enjoying Music, Improve Attention, Problem-solving and/or Behavior Control Abilities?","## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The conditions being studied in this clinical trial, Executive Functions and Postural Balance, are not considered rare diseases. The brief summary and detailed description provided do not indicate that the target population has a rare disease. The study population consists of children aged 8-12 years old, which is a common age range and not typically associated with rare diseases.

## Confidence Level
High

## Rare Disease Indicators
None. The information provided does not suggest this is a rare disease trial.",False
NCT05516069,Our Healthbox - Evaluating Interactive Dispensing Systems for Low-Barrier Access to HIV Testing and Harm Reduction.,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided in the clinical trial description indicates that the target population is individuals with HIV, which is not considered a rare disease. According to the World Health Organization, there are approximately 38 million people living with HIV globally, which is well above the threshold for a rare disease as defined in the US (affecting fewer than 200,000 people) and Europe (affecting no more than 1 in 2,000 people).

## Confidence Level
High

## Rare Disease Indicators
None provided. The clinical trial is focused on addressing barriers to HIV testing, self-testing, and harm reduction services, which are not indicative of a rare disease.",False
NCT05669378,A Good Start Matters Intervention Study,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial described in the information provided is focused on investigating the impact of an intervention to enhance physical activity and motor skill development in childcare centers. The conditions being studied, physical inactivity and motor activity, are not considered rare diseases. The brief summary and detailed description indicate that the target population is children enrolled in childcare facilities, which is a common and widespread population, not a rare disease population.

## Confidence Level
High

## Rare Disease Indicators
None of the indicators for a rare disease are present in the provided information. The trial is not focused on a condition that affects fewer than 200,000 people in the US or 1 in 2,000 people in Europe, and the condition is not characterized by low prevalence, chronicity, and genetic origin.",False
NCT04616313,Novel Pulmonary Imaging of Lung Structure and Function in E-cigarette Smokers,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial described in the information provided is focused on studying the long-term health impact of e-cigarette smoking on the lungs. E-cigarette use is a relatively common condition, and the trial is not targeting a disease that affects fewer than 200,000 people in the US or 1 in 2,000 people in Europe, which are the typical criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None. The condition being studied (e-cigarette use) does not meet the criteria for a rare disease.",False
NCT05535946,ABTECT - Maintenance,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
Ulcerative colitis, the condition being studied in this clinical trial, is not considered a rare disease. According to the information provided, ulcerative colitis is a moderately to severely active condition, which indicates that it affects a significant number of people. The trial is also a multicenter, randomized, placebo-controlled study, which is typical for a non-rare disease condition.

## Confidence Level
High

## Rare Disease Indicators
There are no clear indicators in the provided information that this is a rare disease trial. The condition, ulcerative colitis, is not considered a rare disease based on the criteria given (affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe).",False
NCT05608291,A Trial to See if the Combination of Fianlimab With Cemiplimab Works Better Than Pembrolizumab for Preventing or Delaying Melanoma From Coming Back After it Has Been Removed With Surgery,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
Melanoma, the condition being studied in this clinical trial, is not considered a rare disease. According to the information provided, melanoma is a common type of cancer, and the trial is focused on patients with high-risk melanoma who have undergone surgical removal of the tumor. The brief summary indicates that pembrolizumab, the comparator drug, is an approved treatment in some countries for this clinical setting, suggesting that melanoma is not a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None identified. The information provided does not indicate that the condition being studied (melanoma) meets the criteria for a rare disease, which typically affects fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe.",False
NCT05142735,Effects of NAC on Symptoms of CHR Patients,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on investigating the effects of N-acetylcysteine (NAC) on psychosis-like symptoms and neurophysiological biomarkers in individuals with the ""clinical high-risk"" (CHR) state for schizophrenia. Schizophrenia is a chronic and debilitating psychotic disorder, but it is not considered a rare disease. According to the information provided, schizophrenia is a common mental disorder, not a rare disease.

## Confidence Level
High

## Rare Disease Indicators
The information provided does not indicate that this trial is for a rare disease. The condition being studied, the ""clinical high-risk"" state for schizophrenia, is not considered a rare disease.",False
NCT05694260,A Clinical Study in Children With Heterozygous Familial Hypercholesterolemia (HeFH) Aged 6 to 17 Treated Once Daily With Bempedoic Acid Oral Dosing (CLEAR Path 1),"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
Heterozygous familial hypercholesterolemia (HeFH) is a rare genetic disorder that affects the ability to remove low-density lipoprotein (LDL) cholesterol from the blood. According to the information provided, the clinical trial is targeting pediatric patients (6 to 17 years of age) with HeFH, which is generally considered a rare disease.

## Confidence Level
High

## Rare Disease Indicators
- HeFH is a rare genetic disorder
- The trial is targeting a specific patient population (pediatric patients aged 6 to 17 years with HeFH)
- Heterozygous familial hypercholesterolemia affects fewer than 200,000 people in the United States, which falls under the criteria for a rare disease.",True
NCT05592119,Effect of Stimulant Medication on Loss of Control Eating in Youth With Attention Deficit/Hyperactivity Disorder,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided in the clinical trial description indicates that the target conditions are Loss of Control Eating (LOC-E) and Attention Deficit/Hyperactivity Disorder (ADHD), which are not considered rare diseases. ADHD is estimated to affect around 5-11% of children and adolescents in the United States, which is well above the threshold of affecting fewer than 200,000 people (the criteria for a rare disease in the US). While LOC-E is a precursor to eating disorders like binge-eating disorder, it is not a distinct disease itself and is not considered a rare condition.

## Confidence Level
High

## Rare Disease Indicators
There are no specific indicators in the provided information that suggest this is a rare disease trial. The conditions being studied, ADHD and LOC-E, are relatively common and do not meet the criteria for rare diseases.",False
NCT05680818,Efficacy and Safety of Encaleret Compared to Standard of Care in Participants With ADH1,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial is evaluating the efficacy and safety of a treatment for Autosomal Dominant Hypocalcemia Type 1 (ADH1), which is described as a ""rare genetic form of hypoparathyroidism"" in the detailed description. Additionally, the condition is characterized as affecting a small population, as it may be ""passed down from affected parents to their children.""

## Confidence Level
High

## Rare Disease Indicators
- According to the information provided, ADH1 is a rare genetic condition.
- The trial is specifically targeting participants with ADH1, which is described as a ""rare genetic form of hypoparathyroidism.""
- The low prevalence of the condition, as it is passed down from affected parents, is an indicator of a rare disease.",True
NCT05615623,Blood Brain Barrier (BBB) Disruption Using Exablate Focused Ultrasound With Doxorubicin for Treatment of Pediatric DIPG,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
Based on the information provided, this clinical trial is for the treatment of diffuse intrinsic pontine glioma (DIPG), which is a rare type of brain tumor that primarily affects children. According to the criteria provided, a rare disease is typically defined as affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe. The brief summary states that this study is targeting pediatric patients with DIPG, which is a rare condition.

## Confidence Level
High

## Rare Disease Indicators
- Low prevalence: DIPG is a rare type of brain tumor that primarily affects children.
- Chronicity: DIPG is a serious and often fatal condition.
- Genetic origin: DIPG is generally believed to have a genetic component.",True
NCT05507216,ABTECT-2 - ABX464 Treatment Evaluation for Ulcerative Colitis Therapy -2,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is ulcerative colitis, which is a type of inflammatory bowel disease. According to the information provided, ulcerative colitis is not considered a rare disease. The brief summary indicates that the study population includes subjects with ""moderately to severely active ulcerative colitis"", which suggests that the condition has a higher prevalence than what is typically defined as a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None. The information provided does not indicate that ulcerative colitis meets the criteria for a rare disease, which is defined as affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe.",False
NCT05335876,Long-term Follow-up of Patients With Spinal Muscular Atrophy Treated With OAV101 in Clinical Trials,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is Spinal Muscular Atrophy (SMA), which is a rare genetic disorder that affects fewer than 200,000 people in the United States, meeting the accepted criteria for a rare disease. Additionally, SMA is generally characterized by low prevalence, chronicity, and genetic origin, further supporting the classification as a rare disease.

## Confidence Level
High

## Rare Disease Indicators
- Affects fewer than 200,000 people in the US, meeting the US criteria for a rare disease
- Characterized by low prevalence, chronicity, and genetic origin, typical of rare diseases",True
NCT05233397,ACTEMRA® for the Treatment of Pediatric Adamantinomatous Craniopharyngioma,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial is targeting pediatric patients with adamantinomatous craniopharyngioma, a type of brain tumor. According to the information provided, adamantinomatous craniopharyngioma is a ""highly debilitating pediatric brain tumor that lacks medical anti-tumor therapies."" Additionally, the trial is specifically targeting ""unresectable"" cases of this disease, indicating it is a more severe and difficult-to-treat form of the condition.

The rare disease criteria are met based on the low prevalence of this condition. The detailed description states that it is a ""rare pediatric brain tumor,"" and no specific prevalence numbers are provided. However, given the general rarity of pediatric brain tumors and the lack of effective treatments, it is reasonable to conclude that adamantinomatous craniopharyngioma likely affects fewer than 200,000 people in the US and no more than 1 in 2,000 people in Europe, meeting the accepted criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
- Highly debilitating pediatric brain tumor
- Lack of effective medical treatments
- Targeting unresectable cases, indicating a severe and difficult-to-treat form of the disease
- Likely low prevalence based on the rarity of pediatric brain tumors in general",True
NCT05404932,Treatment of Ligneous Conjunctivitis in Children With Plasminogen Deficiency,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial information provided indicates that the condition being studied, plasminogen deficiency, is an extremely rare autosomal recessive disorder, with more than 200 cases reported in the literature. This meets the accepted criteria for a rare disease, which in the US is defined as affecting fewer than 200,000 people. The detailed description also mentions that there are less than 5 patients with this condition in the entire country of Canada, and only one known patient in the province of Saskatchewan, where the trial is being conducted.

## Confidence Level
High

## Rare Disease Indicators
- Affects fewer than 200,000 people in the US
- Extremely rare autosomal recessive disorder, with less than 5 patients in Canada and only one known patient in the province of Saskatchewan",True
NCT05677139,A Study for Observing Severe Asthma in Patients Treated With Tezepelumab,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided indicates that the clinical trial is studying severe asthma, a condition that is not considered a rare disease. Asthma is a common chronic respiratory condition that affects millions of people worldwide. The prevalence of severe asthma, specifically, is also not low enough to be considered a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None. The condition being studied, severe asthma, does not meet the criteria for a rare disease based on the information provided.",False
NCT05611801,A Clinical Trial of Study Medicine (Marstacimab) in Pediatric Patients With Hemophilia A or Hemophilia B,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The information provided indicates that this clinical trial is targeting hemophilia A and hemophilia B, which are both rare genetic disorders. Hemophilia A, the more common type, is estimated to affect around 20,000 people in the United States, which is well below the 200,000 threshold for a rare disease. Hemophilia B is even rarer, with an estimated prevalence of around 5,000 people in the U.S. Additionally, hemophilia is characterized by low prevalence, chronicity, and genetic origin, all of which are typical traits of rare diseases.

## Confidence Level
High

## Rare Disease Indicators
- Affecting fewer than 200,000 people in the U.S.
- Genetic origin
- Chronic condition",True
NCT05664737,A Study to Determine the Efficacy and Safety of Luspatercept in Adult Participants and to Evaluate the Safety and Pharmacokinetics in and Adolescent Participants With Alpha (α)-Thalassemia,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is alpha (α)-thalassemia, which is a rare genetic disorder affecting the production of hemoglobin. Alpha-thalassemia is generally characterized by low prevalence, chronicity, and genetic origin, which are key indicators of a rare disease. Additionally, the study is specifically targeting adults and adolescents with alpha-thalassemia hemoglobin H (HbH) disease, which further supports the classification of this as a rare disease trial.

## Confidence Level
High

## Rare Disease Indicators
- Low prevalence: Alpha-thalassemia is a rare genetic disorder, with a low number of affected individuals.
- Chronicity: Alpha-thalassemia is a chronic condition that requires lifelong management.
- Genetic origin: Alpha-thalassemia is caused by genetic mutations, a key characteristic of rare diseases.
- Specific target population: The trial is focusing on adults and adolescents with alpha-thalassemia HbH disease, a subtype of the rare condition.",True
NCT05365347,Piloting of an Intervention to Reduce Problematic Alcohol Use in Early Phase Psychosis Patients,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial information provided indicates that the study is focused on reducing problematic alcohol use in individuals with early phase psychosis. Psychosis and alcohol use disorder are not considered rare diseases based on the provided criteria:

- In the US, psychosis affects an estimated 3 million people, which is well above the 200,000 threshold for a rare disease.
- Alcohol use disorder affects approximately 15 million adults in the US, again exceeding the rare disease criteria.

The brief summary and detailed description do not mention any rare disease characteristics such as low prevalence, chronicity, or genetic origin. The conditions being studied, psychosis and alcohol use disorder, are relatively common.

## Confidence Level
High

## Rare Disease Indicators
None provided. The conditions being studied, psychosis and alcohol use disorder, are not considered rare diseases.",False
NCT05538130,A Study to Learn About the Study Medicine Called PF-07799544 in People With Advanced Solid Tumors,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The conditions listed in the trial include several common types of cancer, such as melanoma, non-small cell lung cancer, and colorectal cancer. These cancers are generally not considered rare diseases, as they affect a larger population. The trial is also seeking participants with ""advanced solid tumors,"" which suggests a broader population than a rare disease trial.

## Confidence Level
High

## Rare Disease Indicators
None. The information provided does not indicate that this trial is targeting a rare disease that affects fewer than 200,000 people in the US or 1 in 2,000 people in Europe.",False
NCT05699928,Accuracy of Community General Pediatrician Diagnosis of Autism Compared to a Multidisciplinary Team Assessment,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on autism spectrum disorder (ASD), which is not considered a rare disease. According to the information provided, ASD is a condition that has increasing rates of diagnosis, indicating a relatively high prevalence. The accepted criteria for a rare disease states that it should affect fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe, which does not appear to be the case for ASD.

## Confidence Level
High

## Rare Disease Indicators
There are no specific indicators that this is a rare disease trial. The condition being studied, ASD, is a relatively common neurodevelopmental disorder.",False
NCT04575883,HIIT in Youth With Congenital Heart Disease (MedBIKE),"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial information provided indicates that the condition being studied, congenital heart disease (CHD), is present in nearly 1% of the population. This prevalence rate does not meet the criteria for a rare disease, which is defined as affecting fewer than 200,000 people in the United States or no more than 1 in 2,000 people in Europe.

## Confidence Level
High

## Rare Disease Indicators
The condition of congenital heart disease (CHD) does not meet the criteria for a rare disease, as it is present in nearly 1% of the population, which is higher than the thresholds for a rare disease.",False
NCT05107154,iCARE 2.0: A Pilot Intervention of Dialectical Behavioural Therapy for Youth With Type 2 Diabetes.,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is Type 2 Diabetes in youth, which does not meet the criteria for a rare disease. According to the information provided, in the US, a rare disease is typically defined as affecting fewer than 200,000 people, and in Europe, it is defined as affecting no more than 1 in 2,000 people. Type 2 Diabetes, even in youth, is a relatively common condition and does not fall under the definition of a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None. The condition of Childhood-Onset Type 2 Diabetes does not meet the criteria for a rare disease.",False
NCT05295290,A Study to Learn About The COVID-19 (Study) Vaccine (Called COMIRNATY) in People That Are Less Than 21 Years Old.,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on studying the potential long-term effects of myocarditis/pericarditis associated with the COVID-19 vaccine (COMIRNATY) in people under 21 years of age. Myocarditis is a condition that affects the heart muscle and can be caused by various factors, including viral infections and vaccinations.

While myocarditis can be a serious condition, it is not considered a rare disease according to the criteria provided. The trial aims to enroll approximately 300 prospectively and retrospectively ascertained cases of myocarditis/pericarditis associated with the COMIRNATY vaccine, and approximately 100 cases of COVID-19-associated myocarditis/pericarditis, including MIS-C (Multisystem Inflammatory Syndrome in Children).

The prevalence of myocarditis in the general population is not provided, but the targeted enrollment numbers suggest that the condition is not considered a rare disease, as the trial aims to study a substantial number of cases.

## Confidence Level
High

## Rare Disease Indicators
None. The clinical trial is not focused on a rare disease based on the information provided.",False
NCT05286801,Tiragolumab and Atezolizumab for the Treatment of Relapsed or Refractory SMARCB1 or SMARCA4 Deficient Tumors,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The conditions listed in the clinical trial information indicate that the target diseases are SMARCB1 or SMARCA4 deficient tumors, which include atypical teratoid/rhabdoid tumor, epithelioid sarcoma, kidney medullary carcinoma, and other rare malignant solid neoplasms. These types of tumors are generally considered rare diseases, as they affect a small population of patients.

## Confidence Level
High

## Rare Disease Indicators
- The conditions listed in the trial are characterized as rare, affecting a small population of patients.
- The trial specifically targets SMARCB1 or SMARCA4 deficient tumors, which are known to be rare and aggressive cancers.
- The trial is designed to evaluate the safety and efficacy of the investigational treatments in both pediatric and adult populations with these rare tumors.",True
NCT05631301,Move&Connect: A Program for Youth With Concussion and Their Caregivers.,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided indicates that the clinical trial is focused on post-concussion syndrome, which is a condition that affects a significant number of people. The brief summary mentions that the intervention is designed for ""youth with persistent post-concussion symptoms (PPCS),"" suggesting that this is a relatively common condition rather than a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None provided. The condition being studied, post-concussion syndrome, does not meet the criteria for a rare disease as defined in the provided information (affecting fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe).",False
NCT05583227,Efficacy and Safety of Tezepelumab in Patients With Eosinophilic Esophagitis,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
Eosinophilic esophagitis (EoE) is a chronic, allergic inflammatory condition of the esophagus that affects the swallowing of food. According to the information provided, the study plans to enroll approximately 360 participants, which suggests that the condition is not considered a rare disease. The criteria for a rare disease in the US is affecting fewer than 200,000 people, and in Europe, affecting no more than 1 in 2,000 people. The brief summary and detailed description of the study do not indicate that EoE meets these criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None provided. The information given does not suggest that this clinical trial is for a rare disease.",False
NCT05627492,Pragmatic Patient-oriented Extension Study of Dialectical Behavior Therapy Booster Sessions for Youth With and/or at Familial Risk for Bipolar Disorder,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is bipolar disorder, which is not considered a rare disease. According to the information provided, bipolar disorder is a common mental health condition, and the study is targeting youth with or at familial risk of developing bipolar disorder. The prevalence of bipolar disorder in the U.S. is estimated to be around 2.8% of the adult population, which is significantly higher than the criteria for a rare disease (affecting fewer than 200,000 people in the U.S.).

## Confidence Level
High

## Rare Disease Indicators
None of the provided information indicates that this is a clinical trial for a rare disease.",False
NCT05457283,A Study to Learn More About How Safe the Study Treatment Finerenone is in Long-term Use When Taken With an ACE Inhibitor or Angiotensin Receptor Blocker Over 18 Months of Use in Children and Young Adults From 1 to 18 Years of Age With Chronic Kidney Disease and Proteinuria,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided indicates that the clinical trial is focused on treating chronic kidney disease (CKD) and proteinuria in children and young adults aged 1 to 18 years. While CKD can be a serious condition, it is not considered a rare disease based on the given criteria:

- In the US, CKD is estimated to affect more than 200,000 children and adolescents, exceeding the threshold of less than 200,000 people for a rare disease.
- In Europe, the prevalence of CKD in children and adolescents is estimated to be higher than 1 in 2,000 people, again exceeding the criteria for a rare disease.

Additionally, CKD is generally characterized as a chronic condition, often with a genetic component, but it is not considered a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None. The information provided does not indicate that this is a rare disease trial.",False
NCT05575492,A Study of mRNA-1647 Cytomegalovirus Vaccine in Healthy Participants 9 to 15 Years of Age and Participants 16 to 25 Years of Age,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is cytomegalovirus (CMV), which is not considered a rare disease. CMV is a common virus that infects people of all ages, and it is estimated to affect a significant portion of the population, not just a small number of people. The trial is also being conducted in relatively large age groups (9-15 years and 16-25 years), further indicating that this is not a rare disease.

## Confidence Level
High

## Rare Disease Indicators
There are no clear indicators that this is a rare disease trial based on the information provided. The condition, target population, and study design do not align with the accepted criteria for a rare disease.",False
NCT05992519,Diagnostic and Translational Values of Point-of-care Blood Eosinophils and Exhaled Nitric Oxide (FeNO) in People Referred by Primary Care for Suspected Asthma,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
Based on the information provided, the clinical trial is focused on asthma, which is not considered a rare disease. The brief summary states that asthma ""affects 10% of the Canadian population and is the most common chronic disease in childhood."" This indicates that the condition being studied is not a rare disease, as it affects a significant portion of the population, well above the criteria for a rare disease (fewer than 200,000 people in the US or affecting no more than 1 in 2,000 people in Europe).

## Confidence Level
High

## Rare Disease Indicators
There are no rare disease indicators present in the provided information. The condition being studied, asthma, is a common chronic disease.",False
NCT06076889,Power Over Pain Portal: A Stepped-care Virtual Solution to Deliver Early Intervention to Canadian Youth With Chronic Pain,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided in the clinical trial description indicates that the condition being studied is chronic pain, which is a common condition and not considered a rare disease. Chronic pain is a widespread problem that affects a significant portion of the population, rather than a condition that affects fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe, which are the typical criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
This clinical trial does not meet the accepted criteria for a rare disease, as chronic pain is a common condition that affects a large number of people.",False
NCT05511922,PK Subtrial in Adolescent Patients With HAE Type I or II Participating in the KVD900-302 Trial,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is Hereditary Angioedema (HAE), which is a rare genetic disorder. HAE is characterized by episodes of severe swelling, often in the face, extremities, gastrointestinal tract, and upper airway, and it is generally considered a rare disease.

## Confidence Level
High

## Rare Disease Indicators
- The condition, Hereditary Angioedema, is specifically mentioned as the target of the clinical trial.
- Hereditary Angioedema is a genetic disorder, which is a characteristic of rare diseases.
- The trial is focused on adolescent patients, which is a specific subpopulation of the broader HAE patient population.",True
NCT05345171,Clinical Study of DTX301 AAV- Mediated Gene Transfer for Ornithine Transcarbamylase(OTC) Deficiency,"## Classification
Yes, this is a clinical trial for a rare disease.

## Reasoning
The clinical trial is for a condition called ornithine transcarbamylase (OTC) deficiency, which is a rare genetic disorder. According to the information provided, OTC deficiency is typically characterized by low prevalence, chronicity, and genetic origin, which are all indicators of a rare disease.

## Confidence Level
High

## Rare Disease Indicators
- The condition, OTC deficiency, affects fewer than 200,000 people in the US, which is the accepted criteria for a rare disease in the US.
- The condition is described as a rare genetic disorder, which aligns with the general characterization of rare diseases.",True
NCT05559359,A Study of Lebrikizumab (LY3650150) in Participants 6 Months to <18 Years of Age With Moderate-to-Severe Atopic Dermatitis,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
Atopic dermatitis (also known as eczema) is a common skin condition that affects a large portion of the population, especially children. According to the information provided, the clinical trial is targeting participants aged 6 months to <18 years with moderate-to-severe atopic dermatitis, which is not considered a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None. The condition being studied, atopic dermatitis, does not meet the criteria for a rare disease as defined in the information provided.",False
NCT05545839,Transition to Adulthood Through Coaching and Empowerment in Rheumatology,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The conditions listed in the clinical trial information, such as Juvenile Idiopathic Arthritis, Juvenile Rheumatoid Arthritis, Juvenile Dermatomyositis, Juvenile Psoriatic Arthritis, Autoinflammatory Disease, Autoimmune Diseases, and Lupus Erythematosus, are not considered rare diseases according to the provided criteria. These conditions are not known to affect fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe.

## Confidence Level
High

## Rare Disease Indicators
None of the conditions listed in the clinical trial information meet the criteria for a rare disease.",False
NCT05459935,Photobiomodulation for Pediatric Hypertrophic Tonsils,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is focused on the treatment of pediatric hypertrophic tonsils and pediatric obstructive sleep apnea, which are not considered rare diseases. Obstructive sleep apnea affects approximately 2-5% of children, which is significantly higher than the rare disease criteria of affecting fewer than 1 in 2,000 people in Europe or fewer than 200,000 people in the US.

## Confidence Level
High

## Rare Disease Indicators
None. The condition being studied, pediatric obstructive sleep apnea, does not meet the criteria for a rare disease.",False
NCT05603000,Emotion Focused Family Therapy for Parents of Children With Mental Health Difficulties,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The information provided indicates that the clinical trial is targeting conditions such as anxiety, depression, and behavior problems in children, which are not considered rare diseases. The conditions described are relatively common and affect a larger population, not meeting the criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None
",False
NCT05309226,Cannabis Use in Pregnancy and Downstream Effects on Maternal and Infant Health,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The condition being studied in this clinical trial is cannabis use in pregnancy, which is not considered a rare disease. The summary indicates that cannabis use is increasing, even among pregnant individuals, suggesting a relatively high prevalence of the condition. The criteria for a rare disease, as provided, are that it affects fewer than 200,000 people in the US or no more than 1 in 2,000 people in Europe, and is generally characterized by low prevalence, chronicity, and often genetic origin. The information provided about this clinical trial does not suggest that the condition being studied meets these criteria for a rare disease.

## Confidence Level
High

## Rare Disease Indicators
None identified. The condition being studied, cannabis use in pregnancy, does not appear to meet the criteria for a rare disease.",False
NCT05507203,ABTECT-1 - ABX464 Treatment Evaluation for Ulcerative Colitis Therapy -1,"## Classification
No, this is not a clinical trial for a rare disease.

## Reasoning
The clinical trial is for the treatment of ulcerative colitis, which is a common inflammatory bowel disease. According to the information provided, ulcerative colitis is not considered a rare disease, as it does not meet the criteria for rare diseases in the United States (affecting fewer than 200,000 people) or Europe (affecting no more than 1 in 2,000 people).

## Confidence Level
High

## Rare Disease Indicators
There are no rare disease indicators present in the information provided. The condition being studied, ulcerative colitis, is a common chronic condition.",False
